PATIENT_LSOA_2011,phenotype,population,actual_cases,expected_cases,case_difference,standardized_difference,significant_under_diagnosis
E01033709,HYPERTENSION,2066,137,111.913825728967,25.086174271033002,0.5519112876951368,False
E01033710,HYPERTENSION,1334,73,57.80780156771659,15.192198432283412,0.41595151408952613,False
E01033711,HYPERTENSION,2710,52,56.851982904773045,-4.851982904773045,-0.09320401403272159,False
E01033712,HYPERTENSION,2359,148,126.08264423849228,21.91735576150772,0.45125724402692113,False
E01033713,HYPERTENSION,1631,113,98.53200395800336,14.467996041996642,0.3582460418908921,False
E01000001,CORONARY_HEART_DISEASE,1361,12,8.482695523235101,3.517304476764899,0.09534126330998949,False
E01000002,CORONARY_HEART_DISEASE,1293,15,7.238570283603724,7.761429716396276,0.21584523551417106,False
E01000003,CORONARY_HEART_DISEASE,1440,18,12.775973083498375,5.224026916501625,0.1376651967847616,False
E01000005,CORONARY_HEART_DISEASE,1545,9,10.209248941840002,-1.209248941840002,-0.030764614264373692,False
E01000006,CORONARY_HEART_DISEASE,2357,12,13.907435474520302,-1.9074354745203017,-0.039288917587112844,False
E01000007,CORONARY_HEART_DISEASE,3567,8,17.624222664729167,-9.624222664729167,-0.1611439880645351,False
E01000008,CORONARY_HEART_DISEASE,2090,4,12.51883824436749,-8.51883824436749,-0.1863404881610147,False
E01000009,CORONARY_HEART_DISEASE,2734,14,24.84210286536988,-10.842102865369881,-0.20735488358870174,False
E01000010,CORONARY_HEART_DISEASE,5571,15,28.644384615495618,-13.644384615495618,-0.18280470687928185,False
E01000011,CORONARY_HEART_DISEASE,2428,17,22.36156756746112,-5.361567567461119,-0.1088096572350048,False
E01000012,CORONARY_HEART_DISEASE,3051,7,16.266933491278543,-9.266933491278543,-0.16777024636678517,False
E01000013,CORONARY_HEART_DISEASE,2259,11,17.406924228211917,-6.406924228211917,-0.13480049046396914,False
E01000014,CORONARY_HEART_DISEASE,2040,10,15.888683944406749,-5.888683944406749,-0.1303776539351895,False
E01000015,CORONARY_HEART_DISEASE,2839,10,16.173309039524447,-6.173309039524447,-0.11586047970045374,False
E01000016,CORONARY_HEART_DISEASE,2226,10,15.027427889751953,-5.027427889751953,-0.10655731532621728,False
E01000017,CORONARY_HEART_DISEASE,2123,15,16.610337571305557,-1.610337571305557,-0.034949577390209645,False
E01000018,CORONARY_HEART_DISEASE,2053,5,14.60530979422562,-9.60530979422562,-0.21199074532806264,False
E01000019,CORONARY_HEART_DISEASE,1973,6,16.041145581715817,-10.041145581715817,-0.22605791680503845,False
E01000020,CORONARY_HEART_DISEASE,2247,10,21.983942073906075,-11.983942073906075,-0.2528122797449221,False
E01000021,CORONARY_HEART_DISEASE,2254,8,18.508291015652798,-10.508291015652798,-0.2213375690275399,False
E01000022,CORONARY_HEART_DISEASE,1836,10,14.564911348313538,-4.564911348313538,-0.10653590743994829,False
E01000023,CORONARY_HEART_DISEASE,4938,20,28.19569582542045,-8.19569582542045,-0.11663000355138012,False
E01000024,CORONARY_HEART_DISEASE,1784,7,11.284123483456721,-4.284123483456721,-0.10142956319575411,False
E01000025,CORONARY_HEART_DISEASE,2163,11,16.961394214563192,-5.961394214563192,-0.12817979776643815,False
E01000027,CORONARY_HEART_DISEASE,2336,8,18.743004537001173,-10.743004537001173,-0.22227434540260316,False
E01000028,CORONARY_HEART_DISEASE,2069,11,19.074518111438643,-8.074518111438643,-0.17751553582062948,False
E01000029,CORONARY_HEART_DISEASE,2063,15,16.68269641936165,-1.6826964193616512,-0.03704726540299961,False
E01000030,CORONARY_HEART_DISEASE,2841,15,18.542874065690818,-3.5428740656908175,-0.06646914591331698,False
E01000031,CORONARY_HEART_DISEASE,2181,18,17.571533424143848,0.42846657585615233,0.009174641771729681,False
E01000032,CORONARY_HEART_DISEASE,2436,17,21.398840660608123,-4.398840660608123,-0.08912500943058214,False
E01000033,CORONARY_HEART_DISEASE,1792,4,13.746328524894393,-9.746328524894393,-0.23023537029290675,False
E01000034,CORONARY_HEART_DISEASE,1807,12,15.203250811492426,-3.203250811492426,-0.07535496432363509,False
E01000035,CORONARY_HEART_DISEASE,2257,10,15.811806789042926,-5.811806789042926,-0.1223334963900681,False
E01000036,CORONARY_HEART_DISEASE,1818,8,9.277773265100732,-1.2777732651007323,-0.02996793773489612,False
E01000037,CORONARY_HEART_DISEASE,1755,5,10.390174072947147,-5.390174072947147,-0.12866612757663876,False
E01000038,CORONARY_HEART_DISEASE,1901,14,12.505267535249859,1.4947324647501414,0.03428249401188492,False
E01000039,CORONARY_HEART_DISEASE,1971,13,11.83938222638876,1.1606177736112393,0.026142427055463564,False
E01000040,CORONARY_HEART_DISEASE,2324,5,17.871552215900152,-12.871552215900152,-0.26700098342357914,False
E01000041,CORONARY_HEART_DISEASE,2166,7,16.390611011292997,-9.390611011292997,-0.2017737311458681,False
E01000042,CORONARY_HEART_DISEASE,2475,11,17.436926371183738,-6.436926371183738,-0.12938708834157822,False
E01000043,CORONARY_HEART_DISEASE,1899,8,14.286443256939066,-6.286443256939066,-0.144258867178844,False
E01000044,CORONARY_HEART_DISEASE,2658,12,15.038594461455927,-3.0385944614559275,-0.05893798088768923,False
E01000045,CORONARY_HEART_DISEASE,2267,11,16.041608025912282,-5.041608025912282,-0.10588716411774245,False
E01000046,CORONARY_HEART_DISEASE,2383,7,14.32036415096663,-7.320364150966631,-0.14995835385323616,False
E01000048,CORONARY_HEART_DISEASE,570,2,3.33810860339775,-1.33810860339775,-0.05604720182518899,False
E01000049,CORONARY_HEART_DISEASE,1460,7,11.223645857357802,-4.223645857357802,-0.11053786411450635,False
E01000050,CORONARY_HEART_DISEASE,2276,12,20.660454307046002,-8.660454307046002,-0.18153256570015194,False
E01000051,CORONARY_HEART_DISEASE,1992,12,8.291762643416693,3.7082373565833073,0.08308504465281231,False
E01000052,CORONARY_HEART_DISEASE,3025,17,21.845007685232815,-4.845007685232815,-0.08809104882241482,False
E01000053,CORONARY_HEART_DISEASE,1862,16,17.008681637109046,-1.0086816371090457,-0.023375681234333357,False
E01000054,CORONARY_HEART_DISEASE,2375,5,15.629984930526643,-10.629984930526643,-0.2181226884342349,False
E01000055,CORONARY_HEART_DISEASE,2063,11,13.980086025610424,-2.980086025610424,-0.06561138221025194,False
E01000056,CORONARY_HEART_DISEASE,2030,6,15.637225229970708,-9.637225229970708,-0.21389665352859316,False
E01000057,CORONARY_HEART_DISEASE,1789,6,12.319572119937943,-6.319572119937943,-0.14941097650065857,False
E01000058,CORONARY_HEART_DISEASE,2494,9,15.379017544795735,-6.379017544795735,-0.12773372344285475,False
E01000059,CORONARY_HEART_DISEASE,2064,6,15.042522672687912,-9.042522672687912,-0.19903743206595187,False
E01000060,CORONARY_HEART_DISEASE,2431,12,18.634029106743984,-6.634029106743984,-0.1345503690276688,False
E01000061,CORONARY_HEART_DISEASE,2655,11,16.866863879662684,-5.866863879662684,-0.11386067374392364,False
E01000062,CORONARY_HEART_DISEASE,2617,15,15.671595021275849,-0.6715950212758486,-0.013128212765837852,False
E01000063,CORONARY_HEART_DISEASE,2040,12,15.773580454346654,-3.7735804543466536,-0.08354847555381381,False
E01000064,CORONARY_HEART_DISEASE,2698,17,21.324644079223358,-4.324644079223358,-0.08325865636161031,False
E01000065,CORONARY_HEART_DISEASE,2508,19,22.85124963755002,-3.851249637550019,-0.07690204775203714,False
E01000066,CORONARY_HEART_DISEASE,2643,9,19.60445974935779,-10.60445974935779,-0.20627185131796474,False
E01000067,CORONARY_HEART_DISEASE,2698,20,18.370161796075884,1.6298382039241162,0.03137787444693287,False
E01000068,CORONARY_HEART_DISEASE,2313,15,21.0090108216675,-6.0090108216674984,-0.1249439321811839,False
E01000069,CORONARY_HEART_DISEASE,2445,10,15.05895484546489,-5.058954845464889,-0.10231077426676279,False
E01000070,CORONARY_HEART_DISEASE,2647,13,21.129288147601606,-8.129288147601606,-0.15800671606660224,False
E01000071,CORONARY_HEART_DISEASE,3269,13,19.20106737768041,-6.20106737768041,-0.10845735026032882,False
E01000072,CORONARY_HEART_DISEASE,2522,7,19.379856949712792,-12.379856949712792,-0.24651484947812874,False
E01000073,CORONARY_HEART_DISEASE,2161,8,16.112814000010967,-8.112814000010967,-0.1745195705865426,False
E01000074,CORONARY_HEART_DISEASE,2068,7,13.964743559424889,-6.964743559424889,-0.15315453575495724,False
E01000075,CORONARY_HEART_DISEASE,2408,17,21.212473797589624,-4.212473797589624,-0.08584380734146398,False
E01000076,CORONARY_HEART_DISEASE,2455,4,17.894613758552882,-13.894613758552882,-0.2804275841258174,False
E01000077,CORONARY_HEART_DISEASE,2166,7,17.554336691220158,-10.554336691220158,-0.22677841637740284,False
E01000078,CORONARY_HEART_DISEASE,2155,5,14.887219530800893,-9.887219530800893,-0.21298574623097224,False
E01000079,CORONARY_HEART_DISEASE,2117,6,16.136961430030013,-10.136961430030013,-0.2203166731836676,False
E01000080,CORONARY_HEART_DISEASE,2019,10,13.415232367290386,-3.415232367290386,-0.07600673871544189,False
E01000081,CORONARY_HEART_DISEASE,2259,9,14.426898753482885,-5.4268987534828845,-0.11418093731256138,False
E01000082,CORONARY_HEART_DISEASE,2108,9,12.23293954012875,-3.2329395401287506,-0.0704145291514503,False
E01000083,CORONARY_HEART_DISEASE,2181,8,16.575600414792998,-8.575600414792998,-0.18362706968684658,False
E01000084,CORONARY_HEART_DISEASE,1799,9,14.345625452310662,-5.345625452310662,-0.12603261415695102,False
E01000085,CORONARY_HEART_DISEASE,2061,15,15.050432527643629,-0.050432527643629044,-0.0011108917444958525,False
E01000086,CORONARY_HEART_DISEASE,1839,15,16.35481531727092,-1.3548153172709192,-0.03159288112962534,False
E01000087,CORONARY_HEART_DISEASE,1999,8,12.59364222043824,-4.593642220438239,-0.10274265156653219,False
E01000088,CORONARY_HEART_DISEASE,2335,13,15.99614180602231,-2.99614180602231,-0.0620038878445131,False
E01000089,CORONARY_HEART_DISEASE,2264,5,11.872935610295293,-6.872935610295293,-0.14444551576428533,False
E01000090,CORONARY_HEART_DISEASE,2366,16,14.268951577076507,1.731048422923493,0.03558785779392896,False
E01000091,CORONARY_HEART_DISEASE,2713,19,18.802695808473555,0.1973041915264453,0.0037880125973243184,False
E01000092,CORONARY_HEART_DISEASE,7603,25,37.11318307675235,-12.11318307675235,-0.13892032347342206,False
E01000093,CORONARY_HEART_DISEASE,2350,16,17.61164587221739,-1.611645872217391,-0.03324571588100603,False
E01000094,CORONARY_HEART_DISEASE,3017,14,9.764619514151399,4.2353804858486015,0.07710894767171848,False
E01000095,CORONARY_HEART_DISEASE,3995,17,17.892551593929408,-0.892551593929408,-0.014121308407701231,False
E01000096,CORONARY_HEART_DISEASE,1990,5,11.78391176660517,-6.78391176660517,-0.15207353890376726,False
E01000097,CORONARY_HEART_DISEASE,2270,13,23.032767617402257,-10.032767617402257,-0.21057549219699515,False
E01000098,CORONARY_HEART_DISEASE,2343,10,21.819781601009584,-11.819781601009584,-0.2441874320299919,False
E01000099,CORONARY_HEART_DISEASE,3263,12,18.87841931190633,-6.878419311906331,-0.12041486696861374,False
E01000100,CORONARY_HEART_DISEASE,1989,5,14.667258014039902,-9.667258014039902,-0.21676338195291547,False
E01000101,CORONARY_HEART_DISEASE,2244,18,19.24603712965142,-1.2460371296514197,-0.026303864423918487,False
E01000102,CORONARY_HEART_DISEASE,2263,9,20.907446462671317,-11.907446462671317,-0.25030893970146,False
E01000103,CORONARY_HEART_DISEASE,2115,7,12.767223402217502,-5.7672234022175015,-0.12540405762790865,False
E01000104,CORONARY_HEART_DISEASE,2238,8,15.008398918151576,-7.008398918151576,-0.148145605312897,False
E01000105,CORONARY_HEART_DISEASE,2893,15,23.477561351427735,-8.477561351427735,-0.15761470177656395,False
E01000106,CORONARY_HEART_DISEASE,2950,8,22.864226130724322,-14.864226130724322,-0.2736725858129163,False
E01000107,CORONARY_HEART_DISEASE,2042,10,17.01758537595487,-7.017585375954869,-0.1552958449722001,False
E01000108,CORONARY_HEART_DISEASE,2207,9,14.610661313790725,-5.610661313790725,-0.11942984999681544,False
E01000109,CORONARY_HEART_DISEASE,3488,14,18.81196667818738,-4.811966678187382,-0.08147687680639423,False
E01000110,CORONARY_HEART_DISEASE,1811,13,10.455140095725303,2.5448599042746967,0.05980047781197568,False
E01000111,CORONARY_HEART_DISEASE,2387,12,16.835749646198565,-4.835749646198565,-0.09897775505268859,False
E01000112,CORONARY_HEART_DISEASE,2428,12,15.985121544227066,-3.9851215442270664,-0.08087554690139129,False
E01000113,CORONARY_HEART_DISEASE,2422,9,14.903777766877848,-5.903777766877848,-0.11996178843975791,False
E01000114,CORONARY_HEART_DISEASE,2933,13,14.538995852250556,-1.5389958522505562,-0.028417208769686442,False
E01001637,CORONARY_HEART_DISEASE,1,0,0.00029046534881867593,-0.00029046534881867593,-0.00029046534881867593,False
E01001714,CORONARY_HEART_DISEASE,2535,15,15.202147817498483,-0.2021478174984832,-0.0040149493879169315,False
E01001715,CORONARY_HEART_DISEASE,1375,6,5.775334344502469,0.22466565549753081,0.006058782161465976,False
E01001716,CORONARY_HEART_DISEASE,1846,14,11.458991061053005,2.5410089389469945,0.05914122889724148,False
E01001717,CORONARY_HEART_DISEASE,1194,9,7.705542172436152,1.294457827563848,0.037461549995849816,False
E01001718,CORONARY_HEART_DISEASE,1333,4,4.29684949172463,-0.2968494917246298,-0.008130574525419878,False
E01001719,CORONARY_HEART_DISEASE,1851,21,11.845064965894075,9.154935034105925,0.21279041296080076,False
E01001720,CORONARY_HEART_DISEASE,1597,7,4.481016204568649,2.5189837954313514,0.06303371672157361,False
E01001722,CORONARY_HEART_DISEASE,2962,28,17.507898589254147,10.492101410745853,0.19278354076510484,False
E01001723,CORONARY_HEART_DISEASE,2668,20,13.644263328006362,6.355736671993638,0.12304755337348723,False
E01001724,CORONARY_HEART_DISEASE,2986,31,15.287809612711996,15.712190387288004,0.28753573805448085,False
E01001725,CORONARY_HEART_DISEASE,2692,24,13.643584383881668,10.356415616118332,0.19960524230090834,False
E01001726,CORONARY_HEART_DISEASE,1969,16,11.366211195231699,4.633788804768301,0.1044271385523155,False
E01001727,CORONARY_HEART_DISEASE,2536,16,13.074026967386903,2.925973032613097,0.05810261708237767,False
E01001728,CORONARY_HEART_DISEASE,2589,15,12.497336326309219,2.5026636736907815,0.049185429105700326,False
E01001729,CORONARY_HEART_DISEASE,2406,11,14.559935969213582,-3.5599359692135817,-0.07257622502773946,False
E01001730,CORONARY_HEART_DISEASE,3279,24,23.68210232472399,0.3178976752760114,0.005551580526219084,False
E01001731,CORONARY_HEART_DISEASE,3273,13,14.530953520429446,-1.5309535204294455,-0.026760178321859035,False
E01001732,CORONARY_HEART_DISEASE,2409,20,15.558738613183358,4.441261386816642,0.09048736338947616,False
E01001733,CORONARY_HEART_DISEASE,2316,12,12.137722626016966,-0.1377226260169664,-0.002861778505811589,False
E01001734,CORONARY_HEART_DISEASE,2444,22,14.346555246509704,7.653444753490296,0.15481261651920414,False
E01001735,CORONARY_HEART_DISEASE,1935,10,14.640484447292188,-4.640484447292188,-0.10549280418180136,False
E01001736,CORONARY_HEART_DISEASE,1764,14,7.512958409560157,6.487041590439843,0.15445337120094865,False
E01001737,CORONARY_HEART_DISEASE,2020,18,11.144610015144506,6.855389984855494,0.15253042521434151,False
E01001738,CORONARY_HEART_DISEASE,1427,15,8.112549515238191,6.887450484761809,0.18232511790621014,False
E01001739,CORONARY_HEART_DISEASE,1498,6,7.640473982234287,-1.6404739822342869,-0.04238512226057399,False
E01001740,CORONARY_HEART_DISEASE,1449,13,12.157447343500829,0.842552656499171,0.022134150546379835,False
E01001741,CORONARY_HEART_DISEASE,1603,13,7.036150419269419,5.963849580730581,0.14895665804951555,False
E01001742,CORONARY_HEART_DISEASE,2102,22,12.700132370339224,9.299867629660776,0.20284318035835858,False
E01001744,CORONARY_HEART_DISEASE,2785,22,16.535109714102752,5.464890285897248,0.10355446937794954,False
E01001745,CORONARY_HEART_DISEASE,2809,34,17.84457114931191,16.15542885068809,0.30481941227713377,False
E01001746,CORONARY_HEART_DISEASE,1886,24,11.79941806187727,12.20058193812273,0.28093749246166905,False
E01001747,CORONARY_HEART_DISEASE,3206,27,15.558614551758408,11.441385448241592,0.20206768118053323,False
E01001748,CORONARY_HEART_DISEASE,3357,22,16.752040995412948,5.247959004587052,0.09057633904319151,False
E01001749,CORONARY_HEART_DISEASE,2171,18,12.91003070805887,5.089969291941131,0.10924089522156391,False
E01001750,CORONARY_HEART_DISEASE,2718,17,13.91245327223122,3.08754672776878,0.05922278312663172,False
E01001751,CORONARY_HEART_DISEASE,1197,2,4.453260612440844,-2.453260612440844,-0.07090822449627682,False
E01001752,CORONARY_HEART_DISEASE,2589,15,9.338378927453116,5.661621072546884,0.11126915087092934,False
E01001753,CORONARY_HEART_DISEASE,1788,19,10.478405051116797,8.521594948883203,0.20152880519878533,False
E01001754,CORONARY_HEART_DISEASE,3907,19,19.03887639943264,-0.03887639943264176,-0.0006219626853702016,False
E01001755,CORONARY_HEART_DISEASE,2204,22,14.895895742773666,7.104104257226334,0.15132250822717064,False
E01001756,CORONARY_HEART_DISEASE,2160,16,9.1665075376902,6.833492462309801,0.1470333472386654,False
E01001757,CORONARY_HEART_DISEASE,2033,25,12.040928869779117,12.959071130220883,0.28741219028001663,False
E01001758,CORONARY_HEART_DISEASE,3029,22,18.370552982109864,3.6294470178901364,0.06594635928511826,False
E01001759,CORONARY_HEART_DISEASE,2069,20,10.95064387401403,9.04935612598597,0.19894701818309274,False
E01001760,CORONARY_HEART_DISEASE,2601,15,15.64254878398936,-0.6425487839893602,-0.012598995764497259,False
E01001761,CORONARY_HEART_DISEASE,2539,27,20.47446929286437,6.52553070713563,0.12950438900010866,False
E01001762,CORONARY_HEART_DISEASE,2142,6,8.657341519103168,-2.657341519103168,-0.057416622247747955,False
E01001763,CORONARY_HEART_DISEASE,2129,15,9.646429916174638,5.353570083825362,0.11602609123821159,False
E01001764,CORONARY_HEART_DISEASE,2206,25,12.933426449915986,12.066573550084014,0.25691011904059363,False
E01001765,CORONARY_HEART_DISEASE,2210,42,19.134456560307374,22.865543439692626,0.4863908437124117,False
E01001767,CORONARY_HEART_DISEASE,1996,21,12.63524921146712,8.36475078853288,0.18722883632451917,False
E01001768,CORONARY_HEART_DISEASE,2292,14,12.033877124297552,1.9661228757024478,0.04106798072914575,False
E01001769,CORONARY_HEART_DISEASE,1773,13,9.96273513514046,3.037264864859541,0.07213205388438977,False
E01001770,CORONARY_HEART_DISEASE,2213,29,12.707889061089583,16.29211093891042,0.3463272398939015,False
E01001772,CORONARY_HEART_DISEASE,2256,15,14.248317209846377,0.7516827901536232,0.01582577764401287,False
E01001773,CORONARY_HEART_DISEASE,3445,27,18.28441251389977,8.71558748610023,0.14849165700358755,False
E01001774,CORONARY_HEART_DISEASE,2631,21,9.940110090659958,11.059889909340042,0.21562066442286554,False
E01001775,CORONARY_HEART_DISEASE,2035,38,16.509812809089535,21.490187190910465,0.47638490492611174,False
E01001776,CORONARY_HEART_DISEASE,1893,22,15.419719527610816,6.580280472389184,0.15124084600364326,False
E01001777,CORONARY_HEART_DISEASE,3421,27,14.797175666393553,12.202824333606447,0.208633393614188,False
E01001779,CORONARY_HEART_DISEASE,2482,17,12.263029571540116,4.736970428459884,0.09508232329462567,False
E01001780,CORONARY_HEART_DISEASE,2010,20,14.458323048688293,5.5416769513117075,0.12360703145542971,False
E01001781,CORONARY_HEART_DISEASE,2004,34,14.643518733858711,19.356481266141287,0.432391903239717,False
E01001782,CORONARY_HEART_DISEASE,1845,13,7.504753143818324,5.495246856181676,0.1279348962363271,False
E01001783,CORONARY_HEART_DISEASE,2124,20,14.001148711284731,5.998851288715269,0.13016398606895876,False
E01001784,CORONARY_HEART_DISEASE,2684,27,10.528463283805827,16.471536716194173,0.3179383111068844,False
E01001785,CORONARY_HEART_DISEASE,1887,8,10.468835397398388,-2.4688353973983883,-0.05683373336540315,False
E01001786,CORONARY_HEART_DISEASE,2565,17,14.814115372481377,2.1858846275186234,0.04316021020071694,False
E01001787,CORONARY_HEART_DISEASE,1880,30,17.063899036645456,12.936100963354544,0.29834892122267725,False
E01001788,CORONARY_HEART_DISEASE,1805,33,16.269599947359406,16.730400052640594,0.3937927558786361,False
E01001789,CORONARY_HEART_DISEASE,2029,18,11.463168199517147,6.536831800482853,0.14511967153843855,False
E01001790,CORONARY_HEART_DISEASE,1887,13,13.176645781680069,-0.17664578168006884,-0.004066467641669274,False
E01001791,CORONARY_HEART_DISEASE,1808,14,11.492196804513316,2.5078031954866837,0.05897856999483483,False
E01001792,CORONARY_HEART_DISEASE,2405,23,19.438323599874902,3.561676400125098,0.0726268015201483,False
E01001793,CORONARY_HEART_DISEASE,2017,17,11.58017308628732,5.419826913712679,0.12067921267616462,False
E01001794,CORONARY_HEART_DISEASE,2447,24,18.310693938585697,5.689306061414303,0.11501177683598664,False
E01001795,CORONARY_HEART_DISEASE,1782,17,12.059915607261363,4.940084392738637,0.117025503487672,False
E01001796,CORONARY_HEART_DISEASE,1930,9,10.664647596980771,-1.664647596980771,-0.03789166191336033,False
E01001798,CORONARY_HEART_DISEASE,2510,32,19.789377779866822,12.210622220133178,0.2437254799213093,False
E01001799,CORONARY_HEART_DISEASE,2156,15,9.469256751238978,5.530743248761022,0.11911298810345172,False
E01001800,CORONARY_HEART_DISEASE,2398,27,13.92853096478763,13.07146903521237,0.2669314890083879,False
E01001801,CORONARY_HEART_DISEASE,1871,22,15.36520696825013,6.6347930317498705,0.15338768259778449,False
E01001802,CORONARY_HEART_DISEASE,1655,19,13.060619491793101,5.939380508206899,0.1459964011087871,False
E01001803,CORONARY_HEART_DISEASE,2073,8,8.359677211750796,-0.35967721175079603,-0.007899748622183726,False
E01001804,CORONARY_HEART_DISEASE,2077,14,10.479390350069854,3.5206096499301456,0.07725020254068231,False
E01001805,CORONARY_HEART_DISEASE,1480,13,8.388995539735241,4.611004460264759,0.11985735365307058,False
E01001806,CORONARY_HEART_DISEASE,1709,19,11.787950851767777,7.212049148232223,0.17445669724569987,False
E01001807,CORONARY_HEART_DISEASE,2375,24,12.990166798232725,11.009833201767275,0.2259170105016321,False
E01001808,CORONARY_HEART_DISEASE,2486,18,13.476176230259307,4.523823769740693,0.09073087851907241,False
E01001809,CORONARY_HEART_DISEASE,2565,19,13.813512343339175,5.186487656660825,0.10240700476448081,False
E01001811,CORONARY_HEART_DISEASE,1878,15,11.283444954596192,3.7165550454038083,0.08576158039433525,False
E01001812,CORONARY_HEART_DISEASE,2455,22,13.485231241466057,8.514768758533943,0.17184903976735982,False
E01001813,CORONARY_HEART_DISEASE,1838,16,15.332205769943577,0.6677942300564226,0.015576501052427093,False
E01001814,CORONARY_HEART_DISEASE,2335,30,12.202599136627226,17.797400863372772,0.3683096857559715,False
E01001815,CORONARY_HEART_DISEASE,2216,37,18.35438842020914,18.64561157979086,0.39608806362297616,False
E01001816,CORONARY_HEART_DISEASE,1909,21,10.506649790205614,10.493350209794386,0.24016582212945226,False
E01001819,CORONARY_HEART_DISEASE,2066,26,16.69861072944445,9.30138927055555,0.20463629384866952,False
E01001820,CORONARY_HEART_DISEASE,1877,15,13.699624929525744,1.3003750704742565,0.030014872214090767,False
E01001821,CORONARY_HEART_DISEASE,1703,24,14.420020046047249,9.579979953952751,0.23214390003156504,False
E01001822,CORONARY_HEART_DISEASE,2541,26,19.477161976901595,6.522838023098405,0.12939999561378593,False
E01001823,CORONARY_HEART_DISEASE,2095,11,11.100872832636453,-0.10087283263645297,-0.0022038508675383036,False
E01001824,CORONARY_HEART_DISEASE,2447,20,14.08956870836543,5.91043129163457,0.11948191877533193,False
E01001825,CORONARY_HEART_DISEASE,1928,22,11.270774297384559,10.729225702615441,0.24435141962902915,False
E01001826,CORONARY_HEART_DISEASE,2741,15,14.650360892623716,0.3496391073762837,0.006678293244475439,False
E01001827,CORONARY_HEART_DISEASE,2415,21,18.898213532048057,2.1017864679519427,0.04276909139584872,False
E01001828,CORONARY_HEART_DISEASE,2341,25,14.929716497510242,10.070283502489758,0.20813302212728418,False
E01001829,CORONARY_HEART_DISEASE,2112,23,8.519764433421809,14.480235566578191,0.3150856831395322,False
E01001830,CORONARY_HEART_DISEASE,2250,39,16.030549779782273,22.969450220217727,0.48423852865162786,False
E01001831,CORONARY_HEART_DISEASE,2069,21,13.46927127636874,7.53072872363126,0.1655605109859647,False
E01001832,CORONARY_HEART_DISEASE,2091,28,13.032319820606169,14.967680179393831,0.327323720142417,False
E01001833,CORONARY_HEART_DISEASE,2671,25,16.27715616412577,8.72284383587423,0.1687800664009827,False
E01001834,CORONARY_HEART_DISEASE,2582,21,12.307204384443297,8.692795615556703,0.17107295205270934,False
E01001835,CORONARY_HEART_DISEASE,1573,7,7.210684718092544,-0.2106847180925442,-0.00531212974852688,False
E01001836,CORONARY_HEART_DISEASE,2346,15,12.637956578296444,2.3620434217035555,0.04876675669349798,False
E01001837,CORONARY_HEART_DISEASE,1811,21,8.2778148039058,12.7221851960942,0.29895270551472974,False
E01001838,CORONARY_HEART_DISEASE,2519,20,17.35306222314401,2.6469377768559887,0.052738727705350354,False
E01001839,CORONARY_HEART_DISEASE,3892,17,18.08257749221579,-1.0825774922157905,-0.01735292052163178,False
E01001840,CORONARY_HEART_DISEASE,2086,21,18.78408402076073,2.21591597923927,0.04851724558742168,False
E01001841,CORONARY_HEART_DISEASE,1664,20,13.789540141810138,6.2104598581898625,0.1522464231023788,False
E01001842,CORONARY_HEART_DISEASE,1992,12,12.449821332943204,-0.4498213329432037,-0.010078487955207036,False
E01001843,CORONARY_HEART_DISEASE,1536,9,9.56844070505862,-0.5684407050586202,-0.014504059129390918,False
E01001844,CORONARY_HEART_DISEASE,2332,16,11.511275912114138,4.488724087885862,0.09295197845638674,False
E01001845,CORONARY_HEART_DISEASE,1960,20,17.618700931668318,2.381299068331682,0.05378806318546466,False
E01001846,CORONARY_HEART_DISEASE,1458,13,13.494041180478446,-0.4940411804784457,-0.012938513663026514,False
E01001847,CORONARY_HEART_DISEASE,1826,8,11.010522651472018,-3.0105226514720176,-0.07045170576381189,False
E01001848,CORONARY_HEART_DISEASE,1975,16,14.072778140667205,1.9272218593327946,0.043365879926709656,False
E01001849,CORONARY_HEART_DISEASE,3994,15,14.481479805069295,0.518520194930705,0.008204679963148508,False
E01001850,CORONARY_HEART_DISEASE,2329,18,15.509041257345453,2.4909587426545468,0.051615696275659116,False
E01002045,CORONARY_HEART_DISEASE,4,0,0.07663949467638262,-0.07663949467638262,-0.03831974733819131,False
E01002046,CORONARY_HEART_DISEASE,1,0,0.0003078104540647875,-0.0003078104540647875,-0.0003078104540647875,False
E01002051,CORONARY_HEART_DISEASE,60,1,0.20197019048138215,0.7980298095186178,0.10302520540142279,False
E01002053,CORONARY_HEART_DISEASE,573,5,2.677058139081676,2.322941860918324,0.09704228841245348,False
E01002054,CORONARY_HEART_DISEASE,39,0,0.1973609460162368,-0.1973609460162368,-0.03160304391880547,False
E01002055,CORONARY_HEART_DISEASE,251,1,0.6332495639978458,0.3667504360021542,0.023149082253823876,False
E01002056,CORONARY_HEART_DISEASE,330,1,1.700510808438453,-0.700510808438453,-0.0385618508585055,False
E01002069,CORONARY_HEART_DISEASE,9,0,0.22086330183343253,-0.22086330183343253,-0.07362110061114417,False
E01002070,CORONARY_HEART_DISEASE,16,0,0.054026493632550944,-0.054026493632550944,-0.013506623408137736,False
E01002072,CORONARY_HEART_DISEASE,21,0,0.0793207344539341,-0.0793207344539341,-0.017309203324506892,False
E01002073,CORONARY_HEART_DISEASE,27,0,0.16120385828579178,-0.16120385828579178,-0.031023696991902723,False
E01002243,CORONARY_HEART_DISEASE,2322,13,18.73727695585367,-5.73727695585367,-0.11906242050990955,False
