PATIENT_LSOA_2011,phenotype,population,actual_cases,expected_cases,case_difference,standardized_difference,significant_under_diagnosis
E01003586,DIABETES_T1,2638,8,6.577442884102375,1.4225571158976251,0.027696973584004237,False
E01003587,DIABETES_T1,3145,7,7.881747093647954,-0.8817470936479541,-0.015722938364975295,False
E01003588,DIABETES_T1,2154,4,5.036148051849238,-1.0361480518492376,-0.02232538542611924,False
E01003589,DIABETES_T1,2808,7,6.315929868367824,0.6840701316321756,0.012909281663189717,False
E01003590,DIABETES_T1,1742,6,5.464247873041025,0.5357521269589753,0.012836299113742487,False
E01003591,DIABETES_T1,3109,3,8.739448442383155,-5.739448442383155,-0.10293422474064376,False
E01003592,DIABETES_T1,2475,3,7.474389687054682,-4.474389687054682,-0.08993861671391574,False
E01003593,DIABETES_T1,1988,2,6.192171333192605,-4.192171333192605,-0.09402229199382219,False
E01003594,DIABETES_T1,2441,5,7.129431877125385,-2.129431877125385,-0.043100257155440656,False
E01003595,DIABETES_T1,2086,4,6.166942775652672,-2.1669427756526716,-0.04744498248364214,False
E01003596,DIABETES_T1,2193,2,5.189248596885457,-3.1892485968854567,-0.06810344125503398,False
E01003597,DIABETES_T1,1906,4,4.403277881049312,-0.40327788104931184,-0.009237255459709008,False
E01003598,DIABETES_T1,2384,2,6.832882469343717,-4.832882469343717,-0.09898128967508141,False
E01003599,DIABETES_T1,2026,3,5.322897045945628,-2.322897045945628,-0.05160719341021779,False
E01003600,DIABETES_T1,2229,7,6.822390322599761,0.17760967740023936,0.003761937631703372,False
E01003601,DIABETES_T1,2991,4,9.774058378441017,-5.774058378441017,-0.10557788652420096,False
E01003602,DIABETES_T1,2975,5,7.925060459505866,-2.9250604595058656,-0.05362797053891352,False
E01003603,DIABETES_T1,2459,8,5.626841676314831,2.3731583236851694,0.047857217950841954,False
E01003604,DIABETES_T1,2917,6,9.530467426515639,-3.5304674265156386,-0.06536781890398853,False
E01003605,DIABETES_T1,2795,7,7.140891286335528,-0.1408912863355276,-0.0026649755452216746,False
E01003606,DIABETES_T1,3830,7,10.008756545838128,-3.0087565458381285,-0.04861694455850392,False
E01003607,DIABETES_T1,2431,8,7.242351372193206,0.7576486278067938,0.01536651419890206,False
E01003608,DIABETES_T1,2558,3,6.554554615124266,-3.5545546151242657,-0.07028051275971914,False
E01003609,DIABETES_T1,6544,17,16.443020455808806,0.5569795441911936,0.006885216488183571,False
E01003611,DIABETES_T1,2468,7,7.251249214524911,-0.2512492145249112,-0.005057456255479415,False
E01003615,DIABETES_T1,2292,9,6.603986488582879,2.396013511417121,0.050047450202467855,False
E01003616,DIABETES_T1,2411,2,7.4623834305462164,-5.4623834305462164,-0.11124578805387951,False
E01003617,DIABETES_T1,4407,9,13.270308536256016,-4.270308536256016,-0.06432617521291274,False
E01003618,DIABETES_T1,2854,3,8.20938440664311,-5.20938440664311,-0.0975123047527734,False
E01003619,DIABETES_T1,2574,7,8.55894971670268,-1.5589497167026796,-0.030727543073665434,False
E01003621,DIABETES_T1,2117,1,4.583737342324345,-3.583737342324345,-0.07788893094591172,False
E01003622,DIABETES_T1,2377,3,6.380586474852907,-3.3805864748529073,-0.06933898159415283,False
E01003623,DIABETES_T1,2062,5,5.452657895254235,-0.4526578952542346,-0.00996840717848341,False
E01003624,DIABETES_T1,1930,4,5.2519467730366864,-1.2519467730366864,-0.02849752941311371,False
E01003625,DIABETES_T1,2261,6,5.5279928234552544,0.47200717654474555,0.00992654968444006,False
E01003626,DIABETES_T1,2305,2,4.818496703542076,-2.818496703542076,-0.05870594270094592,False
E01003627,DIABETES_T1,2409,5,5.597149715741073,-0.5971497157410726,-0.012166476732619216,False
E01003628,DIABETES_T1,2130,7,4.25116317748102,2.74883682251898,0.059560612898486076,False
E01003629,DIABETES_T1,2408,2,5.394214174815545,-3.394214174815545,-0.06916892108984865,False
E01003630,DIABETES_T1,2679,3,7.61441159502353,-4.61441159502353,-0.08915177065757143,False
E01003631,DIABETES_T1,2248,5,6.405200899042521,-1.405200899042521,-0.029637411185140267,False
E01003632,DIABETES_T1,3061,5,7.434234850248714,-2.434234850248714,-0.04399778478195059,False
E01003633,DIABETES_T1,2502,6,8.3440362562557,-2.3440362562557002,-0.04686198407894232,False
E01003634,DIABETES_T1,2188,1,6.556954977126309,-5.556954977126309,-0.11879911880864917,False
E01003635,DIABETES_T1,2690,6,7.425786191687305,-1.4257861916873047,-0.02749022309749878,False
E01003636,DIABETES_T1,2594,5,8.084975169962446,-3.084975169962446,-0.060571271028843875,False
E01003637,DIABETES_T1,2118,3,5.36738320050431,-2.3673832005043103,-0.05144054764884087,False
E01003638,DIABETES_T1,2162,3,4.442938187581208,-1.4429381875812082,-0.03103272282345288,False
E01003639,DIABETES_T1,2748,6,6.142879973446374,-0.14287997344637393,-0.0027256054982133823,False
E01003640,DIABETES_T1,2003,1,4.0367216431084705,-3.0367216431084705,-0.06785229007895215,False
E01003641,DIABETES_T1,2037,9,3.571356769852291,5.428643230147709,0.1202806555203487,False
E01003642,DIABETES_T1,1931,8,3.7956203317829273,4.204379668217072,0.09567771401073821,False
E01003643,DIABETES_T1,2399,7,4.031482561620317,2.968517438379683,0.060607236294630246,False
E01003644,DIABETES_T1,1913,6,3.173588347577268,2.826411652422732,0.06462163320249628,False
E01003645,DIABETES_T1,3488,10,7.159890365875521,2.840109634124479,0.04808912410494513,False
E01003646,DIABETES_T1,2506,4,4.198245350838175,-0.1982453508381754,-0.003960157675450042,False
E01003647,DIABETES_T1,2339,1,3.8714135613614546,-2.8714135613614546,-0.0593718574798833,False
E01003648,DIABETES_T1,1822,6,2.8497466799636277,3.1502533200363723,0.0738025370757306,False
E01003649,DIABETES_T1,1771,0,2.6782730139938162,-2.6782730139938162,-0.06364225580222183,False
E01003650,DIABETES_T1,2152,7,4.104396334994547,2.895603665005453,0.062419169235907346,False
E01003651,DIABETES_T1,1723,4,2.7611855694365848,1.2388144305634152,0.029844452557315007,False
E01003652,DIABETES_T1,1884,4,2.803706007379884,1.1962939926201162,0.027561158751965603,False
E01003653,DIABETES_T1,2405,9,4.1243764830430845,4.8756235169569155,0.09941973994059655,False
E01003654,DIABETES_T1,1884,4,4.630265986491355,-0.6302659864913549,-0.014520561849187992,False
E01003655,DIABETES_T1,1703,8,3.42550642050958,4.5744935794904205,0.11085000024181657,False
E01003656,DIABETES_T1,1745,10,5.3703346941685925,4.6296653058314075,0.11082860833905626,False
E01003657,DIABETES_T1,2281,6,4.829830151831501,1.1701698481684986,0.024501138245912685,False
E01003658,DIABETES_T1,1932,10,5.36615954865122,4.63384045134878,0.10542352062078406,False
E01003659,DIABETES_T1,1908,4,3.889296862690132,0.11070313730986792,0.002534374228628769,False
E01003660,DIABETES_T1,1094,3,2.0572364165790167,0.9427635834209833,0.02850323395207084,False
E01003661,DIABETES_T1,2879,5,5.622326620998466,-0.6223266209984661,-0.011598385689785454,False
E01003662,DIABETES_T1,2594,3,5.131463198332886,-2.131463198332886,-0.0418497485267602,False
E01003663,DIABETES_T1,2353,6,4.187582696906491,1.8124173030935093,0.03736347285126653,False
E01003664,DIABETES_T1,2183,4,4.143052906152285,-0.14305290615228472,-0.0030617506390956993,False
E01003665,DIABETES_T1,2101,4,3.4424951218058957,0.5575048781941043,0.01216285825761653,False
E01003666,DIABETES_T1,3307,4,6.932281295970964,-2.932281295970964,-0.050990413367889356,False
E01003668,DIABETES_T1,1963,6,3.8680369443192983,2.1319630556807017,0.0481193248046703,False
E01003669,DIABETES_T1,1777,6,3.3638067313288347,2.6361932686711653,0.0625364944652643,False
E01003670,DIABETES_T1,1732,2,3.368267096644006,-1.368267096644006,-0.032877360185903905,False
E01003671,DIABETES_T1,1666,4,2.9149373686171236,1.0850626313828764,0.026583815153310132,False
E01003672,DIABETES_T1,2008,4,4.542482590865626,-0.5424825908656263,-0.012106091478779226,False
E01003673,DIABETES_T1,2014,6,4.1863263985713095,1.8136736014286905,0.040413773083882304,False
E01003674,DIABETES_T1,2784,4,5.245649060312966,-1.2456490603129664,-0.02360810289022898,False
E01003675,DIABETES_T1,2136,2,3.7958378549116407,-1.7958378549116407,-0.038856752200125626,False
E01003676,DIABETES_T1,2152,7,3.2700458084543587,3.7299541915456413,0.08040487195744411,False
E01003677,DIABETES_T1,1822,8,2.803552400464808,5.196447599535192,0.12173973889260417,False
E01003678,DIABETES_T1,1828,5,2.8051217436554685,2.1948782563445315,0.05133603713831782,False
E01003679,DIABETES_T1,1891,5,2.824038206098964,2.175961793901036,0.05003864042886065,False
E01003680,DIABETES_T1,1629,6,2.3161702572447216,3.6838297427552784,0.09127230278537343,False
E01003681,DIABETES_T1,2118,5,4.019614736002274,0.980385263997726,0.021302658089384648,False
E01003682,DIABETES_T1,2012,5,2.8182099607133675,2.1817900392866325,0.04864060481883761,False
E01003683,DIABETES_T1,2887,4,5.572833640241028,-1.5728336402410283,-0.029272471879430606,False
E01003684,DIABETES_T1,2752,3,4.9044765063154365,-1.9044765063154365,-0.036303743055642226,False
E01003685,DIABETES_T1,2925,5,5.598002757046702,-0.5980027570467019,-0.011057074889234452,False
E01003686,DIABETES_T1,2681,5,5.881697970908411,-0.8816979709084114,-0.01702830554749145,False
E01003688,DIABETES_T1,2507,3,5.401143336559546,-2.401143336559546,-0.047955775576363664,False
E01003689,DIABETES_T1,3831,4,9.565326674409189,-5.565326674409189,-0.08991550457024793,False
E01003690,DIABETES_T1,2908,5,5.5188788863589116,-0.5188788863589116,-0.009622076338485353,False
E01003691,DIABETES_T1,1971,6,3.1239598008822824,2.8760401991177176,0.06478159547744473,False
E01003692,DIABETES_T1,2131,7,3.5672207366335105,3.4327792633664895,0.0743625293256907,False
E01003693,DIABETES_T1,2092,5,3.420816937453543,1.579183062546457,0.034526426995939365,False
E01003694,DIABETES_T1,1709,9,2.974870555019355,6.025129444980645,0.14574556576708655,False
E01003695,DIABETES_T1,2142,5,4.694409202615506,0.305590797384494,0.006602836424930135,False
E01003696,DIABETES_T1,2002,2,3.2356163856652858,-1.2356163856652858,-0.027615418065771242,False
E01003697,DIABETES_T1,2081,1,3.8824031520056557,-2.8824031520056557,-0.06318568294261463,False
E01003698,DIABETES_T1,1444,2,3.0585797120042413,-1.0585797120042413,-0.027857360842216877,False
E01003699,DIABETES_T1,1879,3,3.983935495738313,-0.9839354957383128,-0.022698817760261676,False
E01003700,DIABETES_T1,2785,6,6.368258335782402,-0.36825833578240186,-0.006978144950936059,False
E01003701,DIABETES_T1,2629,6,5.553867655038908,0.4461323449610921,0.008700984961502794,False
E01003702,DIABETES_T1,2142,7,4.633086695057452,2.366913304942548,0.051141400586297306,False
E01003703,DIABETES_T1,2148,6,4.617860389533062,1.382139610466938,0.02982186329151315,False
E01003704,DIABETES_T1,2107,3,4.895196701230605,-1.8951967012306046,-0.04128782677667653,False
E01003705,DIABETES_T1,2866,5,5.955580635235006,-0.9555806352350062,-0.017849631192776005,False
E01003706,DIABETES_T1,2081,5,4.29724147073793,0.7027585292620699,0.015405297341655208,False
E01003707,DIABETES_T1,1735,2,3.4066269405677025,-1.4066269405677025,-0.03376985465668507,False
E01003708,DIABETES_T1,2277,3,6.4272759958291354,-3.4272759958291354,-0.07182366524750515,False
E01003709,DIABETES_T1,1920,0,3.1804448237519103,-3.1804448237519103,-0.07258339053622764,False
E01003710,DIABETES_T1,1607,4,2.7029588662845243,1.2970411337154757,0.03235532830598973,False
E01003711,DIABETES_T1,2144,7,4.50688844814781,2.4931115518521896,0.05384300877743131,False
E01003712,DIABETES_T1,1884,3,6.323175136505976,-3.3231751365059763,-0.07656191376270732,False
E01003713,DIABETES_T1,2354,2,4.3985781282805805,-2.3985781282805805,-0.049436832834686244,False
E01003714,DIABETES_T1,3181,8,6.185303817036192,1.8146961829638082,0.03217526193851636,False
E01003715,DIABETES_T1,2920,1,5.76904326453029,-4.76904326453029,-0.08825510513186309,False
E01003716,DIABETES_T1,2372,4,5.101386803001146,-1.1013868030011462,-0.022614267551500436,False
E01003718,DIABETES_T1,2695,8,5.044012185010832,2.955987814989168,0.05694075938024905,False
E01003719,DIABETES_T1,3032,11,6.351938849859879,4.648061150140121,0.08441259170490122,False
E01003720,DIABETES_T1,2399,7,7.589960013464494,-0.589960013464494,-0.012045017987141277,False
E01003721,DIABETES_T1,2326,4,5.476464812796553,-1.4764648127965527,-0.030613870876403854,False
E01003722,DIABETES_T1,2708,8,7.36534745807272,0.6346525419272799,0.012195839317865444,False
E01003723,DIABETES_T1,2244,6,6.9477521208527735,-0.9477521208527735,-0.020007062952744136,False
E01003724,DIABETES_T1,1595,6,3.8822206346035424,2.1177793653964576,0.05302740428616642,False
E01003725,DIABETES_T1,1883,4,5.446445472183952,-1.4464454721839521,-0.03333319218948088,False
E01003726,DIABETES_T1,2918,8,9.160925275448127,-1.1609252754481272,-0.021491247363041414,False
E01003727,DIABETES_T1,2154,8,6.785930685770808,1.2140693142291923,0.02615896958529897,False
E01003728,DIABETES_T1,5835,9,14.120670396798005,-5.120670396798005,-0.06703573758498947,False
E01003729,DIABETES_T1,2892,7,7.045846581900145,-0.04584658190014501,-0.0008525263635383401,False
E01003730,DIABETES_T1,2498,3,5.0626340743249445,-2.0626340743249445,-0.0412691924663421,False
E01003731,DIABETES_T1,2101,6,4.721507785307948,1.2784922146920517,0.027892347132703724,False
E01003732,DIABETES_T1,2183,3,5.873722584691854,-2.873722584691854,-0.061506069306257884,False
E01003733,DIABETES_T1,2854,9,6.27659143318745,2.72340856681255,0.050978354715901626,False
E01003734,DIABETES_T1,3028,5,6.250352747389085,-1.2503527473890852,-0.022722421791739434,False
E01003735,DIABETES_T1,2690,9,7.60976942397563,1.3902305760243703,0.026804684261001653,False
E01003736,DIABETES_T1,2384,2,5.2479173743730945,-3.2479173743730945,-0.06651993970737075,False
E01003737,DIABETES_T1,2425,11,4.046528797755944,6.953471202244056,0.14120360639131116,False
E01003738,DIABETES_T1,2870,5,4.698701108107204,0.30129889189279613,0.005624145998069856,False
E01003739,DIABETES_T1,3007,6,5.6618385834369205,0.3381614165630795,0.006166764164727587,False
E01003740,DIABETES_T1,2740,7,5.090653334971577,1.9093466650284228,0.03647619305221113,False
E01003741,DIABETES_T1,2402,4,4.331711422759556,-0.3317114227595557,-0.00676821156256884,False
E01003742,DIABETES_T1,3122,5,5.513757196617397,-0.513757196617397,-0.009194782679963886,False
E01003743,DIABETES_T1,2636,9,5.20312348195727,3.7968765180427297,0.07395265498640873,False
E01003744,DIABETES_T1,933,5,1.7717822608883282,3.2282177391116718,0.10568710402021282,False
E01003745,DIABETES_T1,1388,0,2.421363821939447,-2.421363821939447,-0.06499281027736951,False
E01003746,DIABETES_T1,1659,2,2.9825058697534104,-0.9825058697534104,-0.024121924878733818,False
E01003747,DIABETES_T1,1376,2,2.493230678228236,-0.49323067822823585,-0.013296607965590866,False
E01003748,DIABETES_T1,1709,3,3.0822883914456027,-0.08228839144560274,-0.001990524564960842,False
E01003749,DIABETES_T1,1962,4,3.777330312761919,0.2226696872380809,0.005027031395944611,False
E01003750,DIABETES_T1,1967,6,4.230148915732023,1.7698510842679767,0.03990566443671252,False
E01003751,DIABETES_T1,2398,1,4.440049631586927,-3.440049631586927,-0.07024899557567868,False
E01003752,DIABETES_T1,3226,4,5.223657965242809,-1.2236579652428086,-0.021544075382773496,False
E01003753,DIABETES_T1,2363,10,3.810093451135419,6.189906548864581,0.1273363014975874,False
E01003754,DIABETES_T1,1985,5,3.161607578631817,1.8383924213681828,0.04126273069679413,False
E01003755,DIABETES_T1,2577,3,4.239261175117026,-1.2392611751170257,-0.024412127784874334,False
E01003756,DIABETES_T1,2808,6,4.9880865598985435,1.0119134401014565,0.01909610581281887,False
E01003757,DIABETES_T1,2535,8,5.162785731015863,2.8372142689841366,0.05635119801742365,False
E01003758,DIABETES_T1,3177,7,6.405644169863489,0.5943558301365108,0.010544789624896318,False
E01003759,DIABETES_T1,1755,9,2.911921088744598,6.088078911255402,0.145325462089193,False
E01003760,DIABETES_T1,2054,5,4.583455459691591,0.4165445403084087,0.00919096742517801,False
E01003761,DIABETES_T1,1994,6,7.176154883266765,-1.176154883266765,-0.026339161128307743,False
E01003762,DIABETES_T1,1915,11,4.341969766995016,6.658030233004984,0.15214629242782884,False
E01003763,DIABETES_T1,2213,5,3.9817066473429352,1.0182933526570648,0.02164622666457327,False
E01003764,DIABETES_T1,2414,5,5.235318295472414,-0.235318295472414,-0.004789465629976903,False
E01003765,DIABETES_T1,2251,7,4.153968794904602,2.8460312050953984,0.05998627719709382,False
E01003766,DIABETES_T1,2443,1,4.636264722452872,-3.6362647224528724,-0.07356881472542892,False
E01003767,DIABETES_T1,2898,4,6.001819748792222,-2.0018197487922222,-0.03718568438349905,False
E01003768,DIABETES_T1,2706,3,6.939558946040592,-3.9395589460405924,-0.07573274646682829,False
E01003769,DIABETES_T1,2712,8,5.938597151015362,2.0614028489846383,0.03958384973643271,False
E01003770,DIABETES_T1,3096,7,5.808080918965022,1.1919190810349782,0.02142132332368259,False
E01003771,DIABETES_T1,2391,4,4.28804967692798,-0.28804967692798034,-0.005890845117784082,False
E01003772,DIABETES_T1,2091,6,3.8615513004567954,2.1384486995432046,0.04676509487634863,False
E01003773,DIABETES_T1,2247,10,3.922262030777439,6.077737969222561,0.1282154721889948,False
E01003774,DIABETES_T1,1957,2,3.9042228616753665,-1.9042228616753665,-0.04304496530113294,False
E01003775,DIABETES_T1,1901,5,3.3787120043140484,1.6212879956859516,0.03718511326569438,False
E01003776,DIABETES_T1,1869,6,5.431940605568552,0.5680593944314483,0.013139810314051656,False
E01003777,DIABETES_T1,2036,2,4.013636259863689,-2.0136362598636888,-0.04462642901377529,False
E01003778,DIABETES_T1,2256,3,4.4989333081616065,-1.4989333081616065,-0.03155823912547224,False
E01003779,DIABETES_T1,1856,6,4.175212939376833,1.8247870606231666,0.042356806290440925,False
E01003780,DIABETES_T1,1760,3,2.733909260266736,0.26609073973326414,0.006342689142008826,False
E01003781,DIABETES_T1,2856,9,5.31154194318131,3.68845805681869,0.06901853675850612,False
E01003782,DIABETES_T1,2262,4,4.373707676952942,-0.37370767695294216,-0.007857524054542374,False
E01003783,DIABETES_T1,3736,3,10.477764600506335,-7.477764600506335,-0.12233996606477639,False
E01003784,DIABETES_T1,2758,6,5.233892674309744,0.766107325690256,0.014587890147958957,False
E01003785,DIABETES_T1,3190,2,7.3827152046911015,-5.3827152046911015,-0.0953028878417427,False
E01003786,DIABETES_T1,1884,4,3.069095948395881,0.9309040516041192,0.021446897257183198,False
E01003787,DIABETES_T1,2071,9,3.408029585351551,5.591970414648449,0.12287819283506009,False
E01003788,DIABETES_T1,2969,11,6.667774588553007,4.332225411446993,0.07950710616763079,False
E01003789,DIABETES_T1,1645,4,3.294514653767129,0.7054853462328712,0.017394223506605848,False
E01003790,DIABETES_T1,1723,6,4.013044924591416,1.9869550754085843,0.047868013980575115,False
E01003791,DIABETES_T1,1713,6,3.917280079146736,2.082719920853264,0.050321339091503416,False
E01003792,DIABETES_T1,1671,2,3.5397760657256923,-1.5397760657256923,-0.0376677205429883,False
E01003793,DIABETES_T1,1841,5,5.0432837725341715,-0.04328377253417148,-0.0010087840613040352,False
E01003794,DIABETES_T1,1746,4,3.245840998767549,0.754159001232451,0.018048486927661436,False
E01003795,DIABETES_T1,1437,4,2.746864148630203,1.2531358513697972,0.033057482063544454,False
E01003796,DIABETES_T1,1837,5,3.7481286105925733,1.2518713894074267,0.029208223012903736,False
E01004197,DIABETES_T1,3874,6,11.50508754828738,-5.50508754828738,-0.08844726780877146,False
E01004198,DIABETES_T1,1796,6,6.300370337724574,-0.30037033772457367,-0.007087676331645541,False
E01004199,DIABETES_T1,2158,6,7.252715889757955,-1.2527158897579547,-0.026966641773002956,False
E01004200,DIABETES_T1,1837,3,5.597172903154127,-2.597172903154127,-0.060596324830383845,False
E01004201,DIABETES_T1,1795,6,5.173920734386047,0.8260792656139531,0.019497974369146194,False
E01004202,DIABETES_T1,2580,10,7.429701151535498,2.5702988484645024,0.05060270916246085,False
E01004203,DIABETES_T1,2348,5,7.089904060462463,-2.0899040604624632,-0.043129786019081316,False
E01004204,DIABETES_T1,2258,4,7.124071038178638,-3.124071038178638,-0.06574442508228814,False
E01004205,DIABETES_T1,3094,4,9.382677426203886,-5.382677426203886,-0.09676943368102675,False
E01004206,DIABETES_T1,2215,5,7.386937865068003,-2.3869378650680027,-0.05071708084762437,False
E01004207,DIABETES_T1,1968,6,6.310538388996615,-0.3105383889966147,-0.0070000758939197626,False
E01004208,DIABETES_T1,3288,5,8.942595206774234,-3.942595206774234,-0.06875689959733633,False
E01004209,DIABETES_T1,1755,5,5.428224564670227,-0.4282245646702272,-0.010221932672980357,False
E01004211,DIABETES_T1,2057,2,6.614755598916787,-4.614755598916787,-0.10174933032483637,False
E01004212,DIABETES_T1,2977,5,7.833675888523327,-2.8336758885233273,-0.05193507432663941,False
E01004214,DIABETES_T1,2529,6,7.970751913569522,-1.9707519135695222,-0.039188400899506884,False
E01004215,DIABETES_T1,6635,13,15.236469892540875,-2.2364698925408746,-0.027456336728748795,False
E01004216,DIABETES_T1,2395,11,5.1831554978570145,5.8168445021429855,0.11885971795368554,False
E01004217,DIABETES_T1,2505,7,6.534642632856759,0.46535736714324116,0.009297854133015749,False
E01004218,DIABETES_T1,2343,7,5.056832482012443,1.9431675179875567,0.040144319263982466,False
E01004219,DIABETES_T1,3290,6,9.77786170007742,-3.7778617000774197,-0.06586400058394218,False
E01004221,DIABETES_T1,2742,8,6.465286232330764,1.5347137676692357,0.029308504855189134,False
E01004222,DIABETES_T1,3344,15,11.486027505195189,3.513972494804811,0.060766640007101067,False
E01004223,DIABETES_T1,2304,4,7.810280732310659,-3.810280732310659,-0.07938084858980539,False
E01004224,DIABETES_T1,4852,14,15.608998085712395,-1.608998085712395,-0.023099103845825832,False
E01004225,DIABETES_T1,2781,11,7.575592957435649,3.4244070425643507,0.06493590343204517,False
E01004226,DIABETES_T1,2987,9,8.47900519840728,0.5209948015927193,0.009532696772819146,False
E01004228,DIABETES_T1,2281,4,6.426444868908741,-2.4264448689087406,-0.05080515556973909,False
E01004229,DIABETES_T1,1922,2,5.015242812771562,-3.015242812771562,-0.068777375478541,False
E01004230,DIABETES_T1,2511,11,7.522912064053072,3.477087935946928,0.06938926987882259,False
E01004231,DIABETES_T1,2463,8,7.487570187704471,0.5124298122955286,0.010325288196537042,False
E01004232,DIABETES_T1,1976,5,5.239379363704194,-0.23937936370419433,-0.005385093374448658,False
E01004233,DIABETES_T1,2538,6,7.786987990985558,-1.7869879909855584,-0.03547119543024774,False
E01004234,DIABETES_T1,2502,7,7.37338440644201,-0.37338440644201043,-0.007464702844639829,False
E01004235,DIABETES_T1,2169,7,6.170627133483868,0.829372866516132,0.017808200924113938,False
E01004236,DIABETES_T1,2310,4,7.171018435333458,-3.1710184353334583,-0.06597703233198161,False
E01004237,DIABETES_T1,1948,3,5.459955886434908,-2.4599558864349076,-0.05573562080659906,False
E01004238,DIABETES_T1,7428,27,21.850162413318117,5.149837586681883,0.05975270700794,False
E01004239,DIABETES_T1,2150,7,7.100198001834011,-0.10019800183401095,-0.0021609256814409217,False
E01004240,DIABETES_T1,2005,4,5.885740541841108,-1.8857405418411082,-0.042113830966499725,False
E01004241,DIABETES_T1,2067,3,6.362799284278346,-3.3627992842783456,-0.07396575727537223,False
E01004242,DIABETES_T1,7061,24,18.44863497525729,5.5513650247427115,0.06606427588396042,False
E01004243,DIABETES_T1,1869,6,5.701103166937016,0.298896833062984,0.006913797621196327,False
E01004244,DIABETES_T1,2246,6,8.06852175153193,-2.0685217515319305,-0.043647082161280326,False
E01004245,DIABETES_T1,3789,10,12.103819257595372,-2.1038192575953722,-0.03417795892657552,False
E01004246,DIABETES_T1,4211,11,11.875384153493293,-0.8753841534932931,-0.01348981705355885,False
E01004247,DIABETES_T1,3348,16,10.633926256002967,5.366073743997033,0.09273932104810269,False
E01004248,DIABETES_T1,2210,5,7.0136488430835096,-2.0136488430835096,-0.04283389818882327,False
E01004249,DIABETES_T1,2771,11,9.079689923870824,1.9203100761291765,0.03647985453004313,False
E01004250,DIABETES_T1,3604,9,11.215607921879931,-2.215607921879931,-0.036906300889759415,False
E01004251,DIABETES_T1,2978,13,8.020484713776519,4.9795152862234815,0.09124828762891558,False
E01004252,DIABETES_T1,4405,9,14.141445497746234,-5.1414454977462345,-0.07746620486294137,False
E01004253,DIABETES_T1,3834,9,10.503137642647706,-1.5031376426477063,-0.024275752249910524,False
E01004254,DIABETES_T1,3628,7,9.00029946219858,-2.00029946219858,-0.033209426748095724,False
E01004255,DIABETES_T1,2149,10,6.73169340088669,3.26830659911331,0.0705025106919637,False
E01004256,DIABETES_T1,2153,5,6.677668156353083,-1.677668156353083,-0.03615630542696252,False
E01004257,DIABETES_T1,2717,4,7.765420647501149,-3.7654206475011494,-0.07223849351806337,False
E01004258,DIABETES_T1,1488,7,4.054641970724564,2.945358029275436,0.07635485000112573,False
E01004259,DIABETES_T1,2029,9,5.890783213063147,3.1092167869368534,0.06902556660992046,False
E01004260,DIABETES_T1,2303,6,7.082049953244391,-1.0820499532443906,-0.022547601032898608,False
E01004261,DIABETES_T1,4406,6,12.241913821054897,-6.241913821054897,-0.09403629763148368,False
E01004262,DIABETES_T1,3084,5,9.49684338519051,-4.496843385190511,-0.08097492932963218,False
E01004263,DIABETES_T1,1731,6,5.488646876887674,0.5113531231123263,0.012290580023643286,False
E01004264,DIABETES_T1,2032,7,5.768162838834555,1.231837161165445,0.027326968087520605,False
E01004266,DIABETES_T1,1710,3,4.944982686140824,-1.9449826861408237,-0.04703462485567809,False
E01004267,DIABETES_T1,2644,4,8.443539821853147,-4.443539821853147,-0.08641683397229541,False
E01004268,DIABETES_T1,2351,6,7.196531250634849,-1.196531250634849,-0.024677305142335963,False
E01004269,DIABETES_T1,3601,8,11.214386863368087,-3.2143868633680874,-0.0535656752289255,False
E01004270,DIABETES_T1,3084,7,8.180412798878777,-1.180412798878777,-0.021255764273176447,False
E01004271,DIABETES_T1,2937,9,8.338651178528641,0.6613488214713588,0.012203337170094593,False
E01004272,DIABETES_T1,3039,3,9.028577484940387,-6.028577484940387,-0.10935773263038132,False
E01004273,DIABETES_T1,3558,5,11.078827393563062,-6.078827393563062,-0.10191000901959256,False
E01004274,DIABETES_T1,2611,4,6.539383205636429,-2.5393832056364287,-0.04969638597947585,False
E01004275,DIABETES_T1,2922,10,6.004321530859743,3.995678469140257,0.07391803744001815,False
E01004276,DIABETES_T1,2534,12,4.79678169208566,7.20321830791434,0.14309460885806713,False
E01004277,DIABETES_T1,1961,1,3.9825566210402545,-2.9825566210402545,-0.0673519075312151,False
E01004280,DIABETES_T1,2570,10,7.084241609089585,2.9157583909104154,0.0575155096462637,False
E01004281,DIABETES_T1,2359,2,4.417873157527429,-2.4178731575274286,-0.0497816793843675,False
E01004283,DIABETES_T1,3022,3,8.410311613721854,-5.410311613721854,-0.09841811654527592,False
E01004284,DIABETES_T1,3988,9,11.231512397419841,-2.2315123974198414,-0.035336353356922784,False
E01004285,DIABETES_T1,3358,17,10.146389945605534,6.853610054394466,0.11827121139741918,False
E01004286,DIABETES_T1,2747,6,8.734203779059557,-2.7342037790595572,-0.05216768315876663,False
E01004287,DIABETES_T1,3111,6,8.785267346124208,-2.7852673461242077,-0.049936359979663864,False
E01004288,DIABETES_T1,2013,3,6.33692627558214,-3.3369262755821403,-0.07437461390539783,False
E01004289,DIABETES_T1,2448,6,8.018123675801295,-2.018123675801295,-0.04078890725925741,False
E01004290,DIABETES_T1,2370,4,6.910638729077841,-2.9106387290778413,-0.0597880144460052,False
E01004291,DIABETES_T1,2325,5,5.1924850656935275,-0.19248506569352752,-0.003991954301624012,False
